Domestic Exports | Annual + Year-To-Date Data from Jan - Sep,,,,,,,,
Data Row Count,291,,,,,,,
Data Type,Country,HTS Number,Description,Year 2021,Year 2022,Year 2023,2023 YTD ( Jan - Sep ),2024 YTD ( Jan - Sep )
FAS Value,Mexico,18,COCOA AND COCOA PREPARATIONS,"250,112,501","244,036,321","276,496,517","204,979,775","261,388,752"
FAS Value,China,65,HEADGEAR AND PARTS THEREOF,"3,031,745","3,932,887","6,348,529","3,695,713","5,045,507"
FAS Value,Canada,53,VEGETABLE TEXTILE FIBERS NESOI; YARNS AND WOVEN FABRICS OF VEGETABLE TEXTILE FIBERS NESOI AND PAPER,"4,500,829","5,622,108","3,921,992","3,298,452","2,989,217"
FAS Value,Canada,69,CERAMIC PRODUCTS,"348,345,809","358,997,736","363,124,206","275,171,479","263,800,740"
FAS Value,Mexico,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","890,199,599","885,792,195","1,042,089,474","794,794,293","846,449,397"
FAS Value,Canada,04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NESOI","384,007,854","553,731,036","589,530,119","448,441,153","505,440,354"
FAS Value,Mexico,83,MISCELLANEOUS ARTICLES OF BASE METAL,"1,261,687,357","1,500,964,586","1,531,847,947","1,155,687,167","1,119,842,284"
FAS Value,China,69,CERAMIC PRODUCTS,"209,147,604","152,568,522","105,163,988","80,063,188","88,455,209"
FAS Value,China,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, PAPER OR PAPERBOARD","608,327,105","595,622,692","547,528,730","422,368,003","441,852,035"
FAS Value,China,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION RECORDERS AND REPRODUCERS, PARTS AND ACCESSORIES","14,369,339,034","10,584,432,099","7,759,061,777","5,556,418,737","8,342,100,416"
FAS Value,Mexico,05,"PRODUCTS OF ANIMAL ORIGIN, NESOI","202,079,375","199,013,664","260,763,874","183,316,291","173,648,062"
FAS Value,Mexico,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES","41,980,396,740","56,017,828,736","45,048,320,513","33,630,001,661","30,441,172,672"
FAS Value,Mexico,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL,"949,141,492","1,085,764,281","977,022,355","752,416,627","670,586,492"
FAS Value,China,12,"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUITS; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER","15,056,345,807","18,938,592,555","15,739,571,007","8,264,564,435","6,137,843,994"
FAS Value,Mexico,87,"VEHICLES, OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF","17,138,303,442","20,134,839,418","25,127,696,676","18,987,933,187","19,044,431,157"
FAS Value,Mexico,51,"WOOL AND FINE OR COARSE ANIMAL HAIR, INCLUDING YARNS AND WOVEN FABRICS THEREOF; HORSEHAIR YARN AND WOVEN FABRIC","10,840,954","11,228,993","9,331,164","7,873,401","5,541,846"
FAS Value,Canada,47,PULP OF WOOD OR OTHER FIBROUS CELLULOSIC MATERIAL; RECOVERED (WASTE AND SCRAP) PAPER AND PAPERBOARD,"385,972,334","394,792,607","323,169,228","247,356,920","258,422,888"
FAS Value,Mexico,98,"SPECIAL CLASSIFICATION PROVISIONS, NESOI","8,095,574,662","9,634,268,164","9,673,651,594","7,303,704,667","7,327,416,555"
FAS Value,Mexico,97,"WORKS OF ART, COLLECTORS' PIECES AND ANTIQUES","20,278,515","70,400,371","54,204,980","46,899,784","39,433,014"
FAS Value,Canada,54,"MANMADE FILAMENTS, INCLUDING YARNS AND WOVEN FABRICS THEREOF","155,835,461","163,859,967","150,791,256","117,042,678","106,900,431"
FAS Value,China,09,"COFFEE, TEA, MATE AND SPICES","12,654,981","14,881,095","21,943,557","13,818,644","23,497,953"
FAS Value,China,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,"733,786,425","622,365,105","603,681,930","446,216,402","398,379,695"
FAS Value,Canada,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION RECORDERS AND REPRODUCERS, PARTS AND ACCESSORIES","13,203,379,269","15,009,282,814","16,257,611,405","12,398,000,332","12,056,914,016"
FAS Value,China,03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","760,561,984","915,609,039","902,139,010","658,725,178","634,671,019"
FAS Value,China,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE","89,650,479","93,996,747","54,501,597","42,249,112","42,293,625"
FAS Value,Canada,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FEED,"2,137,690,788","2,482,964,011","2,478,451,599","1,806,173,292","1,865,315,204"
FAS Value,Canada,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OF RADIOACTIVE ELEMENTS OR OF ISOTOPES","1,378,307,847","1,566,657,994","1,565,897,966","1,195,007,736","1,154,729,942"
FAS Value,Mexico,89,"SHIPS, BOATS AND FLOATING STRUCTURES","235,664,608","185,315,649","218,212,837","171,805,088","219,001,626"
FAS Value,China,71,"NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMIPRECIOUS STONES, PRECIOUS METALS; PRECIOUS METAL CLAD METALS, ARTICLES THEREOF; IMITATION JEWELRY; COIN","703,496,779","596,799,696","1,126,475,420","849,040,356","394,041,733"
FAS Value,China,55,"MANMADE STAPLE FIBERS, INCLUDING YARNS AND WOVEN FABRICS THEREOF","64,300,084","64,367,083","52,394,974","35,446,398","38,575,941"
FAS Value,China,22,"BEVERAGES, SPIRITS AND VINEGAR","262,566,268","90,221,878","108,320,389","65,259,675","112,653,320"
FAS Value,Mexico,93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF,"35,051,183","36,306,309","92,658,534","64,512,959","70,465,091"
FAS Value,China,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","903,227,955","884,022,531","818,873,981","618,127,964","637,629,250"
FAS Value,Mexico,13,LAC; GUMS; RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS,"66,972,764","65,474,641","66,012,549","51,557,460","44,769,116"
FAS Value,China,13,LAC; GUMS; RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS,"41,981,413","49,598,271","36,176,226","28,084,245","32,962,132"
FAS Value,Mexico,81,BASE METALS NESOI; CERMETS; ARTICLES THEREOF,"137,657,411","163,168,190","197,641,411","148,837,600","183,653,320"
FAS Value,Mexico,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PREPARED EDIBLE FATS; ANIMAL OR VEGETABLE WAXES,"783,689,746","695,752,805","521,832,397","376,005,623","331,036,832"
FAS Value,Mexico,79,ZINC AND ARTICLES THEREOF,"137,273,336","138,751,437","163,139,587","130,875,724","93,846,521"
FAS Value,China,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,"392,879,103","402,075,255","368,190,864","284,414,147","299,293,276"
FAS Value,Mexico,07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS,"467,643,246","473,258,819","674,518,156","425,722,592","630,008,627"
FAS Value,Canada,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, PAPER OR PAPERBOARD","5,039,577,106","5,807,479,568","5,512,623,302","4,179,562,011","4,279,083,380"
FAS Value,China,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OF RADIOACTIVE ELEMENTS OR OF ISOTOPES","1,258,542,921","1,580,034,610","1,331,820,922","1,028,980,270","987,996,668"
FAS Value,Mexico,66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS, RIDING-CROPS AND PARTS THEREOF","2,477,829","4,509,611","5,620,730","4,172,496","2,987,789"
FAS Value,Mexico,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS, OR OTHER PARTS OF PLANTS","638,330,643","672,320,630","754,981,680","556,057,945","644,486,827"
FAS Value,China,87,"VEHICLES, OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF","8,278,463,510","7,087,165,477","7,830,337,096","5,793,387,103","5,175,295,778"
FAS Value,Mexico,08,EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUIT OR MELONS,"1,101,125,871","1,105,042,686","1,110,675,417","793,726,234","986,712,959"
FAS Value,China,54,"MANMADE FILAMENTS, INCLUDING YARNS AND WOVEN FABRICS THEREOF","97,899,416","100,866,132","111,901,562","78,308,446","88,238,099"
FAS Value,Canada,17,SUGARS AND SUGAR CONFECTIONERY,"510,578,700","592,348,478","628,216,108","482,181,169","489,837,974"
FAS Value,China,14,"VEGETABLE PLAITING MATERIALS AND VEGETABLE PRODUCTS, NESOI","9,533,218","3,512,053","1,227,905","759,394","1,873,767"
FAS Value,China,16,"EDIBLE PREPARATIONS OF MEAT, FISH, CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES","31,385,305","63,772,844","85,667,588","49,393,470","135,951,853"
FAS Value,China,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES","14,514,066,750","12,340,551,844","15,761,734,576","12,081,033,617","10,101,442,474"
FAS Value,Canada,91,CLOCKS AND WATCHES AND PARTS THEREOF,"44,646,900","42,180,024","40,706,078","30,102,162","22,031,497"
FAS Value,Canada,89,"SHIPS, BOATS AND FLOATING STRUCTURES","790,335,797","893,441,431","788,897,496","677,516,176","430,447,662"
FAS Value,China,72,IRON AND STEEL,"333,796,091","344,515,871","283,332,654","205,610,259","233,230,422"
FAS Value,China,40,RUBBER AND ARTICLES THEREOF,"418,861,707","407,023,434","372,855,297","272,847,359","314,873,792"
FAS Value,Mexico,74,COPPER AND ARTICLES THEREOF,"2,182,159,483","2,250,628,105","2,418,397,002","1,832,988,263","2,007,448,135"
FAS Value,Mexico,39,PLASTICS AND ARTICLES THEREOF,"17,452,034,712","19,047,257,869","18,770,936,836","14,266,019,550","14,791,113,714"
FAS Value,China,56,"WADDING, FELT AND NONWOVENS; SPECIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF","172,139,453","188,389,335","175,545,240","136,521,857","98,615,497"
FAS Value,China,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF","14,101,545,122","12,392,502,379","11,524,428,714","8,257,172,473","8,040,912,399"
FAS Value,Mexico,17,SUGARS AND SUGAR CONFECTIONERY,"625,837,043","755,842,944","1,022,841,500","708,373,775","1,049,280,230"
FAS Value,Mexico,49,"PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRINTED PRODUCTS; MANUSCRIPTS, TYPESCRIPTS AND PLANS","403,210,706","414,863,408","396,160,720","295,834,658","299,389,463"
FAS Value,Mexico,31,FERTILIZERS,"225,691,904","525,490,483","367,575,946","316,072,212","273,039,365"
FAS Value,China,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,"35,937,293","48,907,549","65,984,304","51,324,160","33,677,595"
FAS Value,Mexico,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,"564,968,433","624,141,179","680,559,593","510,965,842","486,929,799"
FAS Value,China,75,NICKEL AND ARTICLES THEREOF,"376,952,125","433,811,149","569,630,856","446,622,348","379,833,066"
FAS Value,China,32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS","426,849,411","385,718,216","313,520,098","231,322,896","263,617,823"
FAS Value,Mexico,43,FURSKINS AND ARTIFICIAL FUR; MANUFACTURES THEREOF,"15,728,812","5,157,780","883,179","723,116","786,996"
FAS Value,Canada,11,MILLING INDUSTRY PRODUCTS; MALT; STARCHES; INULIN; WHEAT GLUTEN,"246,142,480","290,589,630","309,778,789","231,519,028","233,689,243"
FAS Value,China,31,FERTILIZERS,"21,873,044","70,594,555","26,277,939","23,076,979","32,490,837"
FAS Value,Mexico,96,MISCELLANEOUS MANUFACTURED ARTICLES,"330,313,890","355,231,842","454,803,218","347,358,099","324,311,399"
FAS Value,Canada,09,"COFFEE, TEA, MATE AND SPICES","421,484,727","547,731,248","597,598,245","434,411,839","434,879,766"
FAS Value,Canada,52,"COTTON, INCLUDING YARNS AND WOVEN FABRICS THEREOF","39,539,404","37,279,511","32,059,999","24,801,323","24,259,957"
FAS Value,Canada,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,"122,358,260","130,725,079","130,701,359","96,328,519","134,669,695"
FAS Value,China,38,MISCELLANEOUS CHEMICAL PRODUCTS,"3,350,231,448","3,660,214,020","3,090,101,152","2,265,937,550","2,415,787,773"
FAS Value,China,83,MISCELLANEOUS ARTICLES OF BASE METAL,"177,167,748","193,165,627","171,556,786","124,533,666","139,244,227"
FAS Value,Mexico,45,CORK AND ARTICLES OF CORK,"5,148,792","8,370,039","8,259,544","7,100,376","6,270,131"
FAS Value,Canada,39,PLASTICS AND ARTICLES THEREOF,"14,746,051,679","16,050,432,633","14,067,139,307","10,809,956,158","10,665,082,609"
FAS Value,China,70,GLASS AND GLASSWARE,"457,866,421","519,483,335","484,905,141","346,590,599","401,863,580"
FAS Value,Mexico,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FEED,"1,945,004,583","2,095,239,401","2,046,725,267","1,535,328,956","1,568,842,610"
FAS Value,China,11,MILLING INDUSTRY PRODUCTS; MALT; STARCHES; INULIN; WHEAT GLUTEN,"5,910,873","9,363,017","9,843,597","7,119,479","3,015,881"
FAS Value,Canada,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY,"45,677,491","49,996,192","48,633,991","36,046,912","35,935,452"
FAS Value,China,02,MEAT AND EDIBLE MEAT OFFAL,"3,952,805,358","4,324,600,725","3,335,000,504","2,620,903,631","2,048,770,105"
FAS Value,Canada,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED","424,778,243","517,329,081","503,634,781","373,928,825","367,295,824"
FAS Value,China,63,MADE-UP TEXTILE ARTICLES NESOI; NEEDLECRAFT SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,"42,819,762","17,464,850","19,977,368","16,255,683","11,137,886"
FAS Value,Canada,45,CORK AND ARTICLES OF CORK,"6,474,939","5,034,527","4,765,522","3,997,713","3,627,637"
FAS Value,Mexico,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,"78,145,449","76,567,658","96,546,413","72,554,848","83,342,031"
FAS Value,Mexico,38,MISCELLANEOUS CHEMICAL PRODUCTS,"4,915,517,490","5,640,722,741","5,835,008,803","4,690,821,913","3,196,442,316"
FAS Value,China,76,ALUMINUM AND ARTICLES THEREOF,"219,003,579","257,910,432","308,329,337","242,781,365","266,398,601"
FAS Value,Canada,93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF,"226,607,099","340,042,354","421,345,420","338,392,486","258,132,419"
FAS Value,China,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF","4,215,818,244","5,054,938,873","5,983,835,012","4,608,278,426","7,640,496,040"
FAS Value,Canada,12,"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUITS; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER","746,344,196","797,752,169","762,784,955","566,422,705","602,678,425"
FAS Value,Canada,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","2,686,214,254","2,946,735,230","3,090,312,781","2,334,163,451","2,377,770,689"
FAS Value,Canada,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,"832,590,828","1,034,959,942","913,254,090","684,487,581","721,741,955"
FAS Value,Canada,75,NICKEL AND ARTICLES THEREOF,"131,620,410","220,350,298","308,295,248","235,255,808","243,792,529"
FAS Value,China,45,CORK AND ARTICLES OF CORK,"27,099","250,018","87,654","79,325","79,914"
FAS Value,Mexico,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF","25,150,408,336","27,906,960,419","29,031,221,400","22,231,170,155","20,782,945,791"
FAS Value,Mexico,76,ALUMINUM AND ARTICLES THEREOF,"3,031,294,598","3,908,092,100","3,801,211,945","2,933,338,747","2,863,293,321"
FAS Value,China,91,CLOCKS AND WATCHES AND PARTS THEREOF,"10,709,114","1,802,946","3,551,634","2,226,437","1,643,291"
FAS Value,Canada,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES","22,307,357,643","34,481,720,591","29,744,316,387","22,276,818,600","20,902,434,416"
FAS Value,Canada,56,"WADDING, FELT AND NONWOVENS; SPECIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF","549,118,151","558,307,394","541,137,616","416,405,597","386,649,648"
FAS Value,Canada,49,"PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRINTED PRODUCTS; MANUSCRIPTS, TYPESCRIPTS AND PLANS","1,573,953,862","1,566,447,330","1,449,311,183","1,072,670,450","1,027,284,411"
FAS Value,China,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,"4,104,875","3,212,906","4,010,382","2,979,318","2,908,148"
FAS Value,China,79,ZINC AND ARTICLES THEREOF,"21,432,988","19,132,509","7,562,366","4,965,772","7,477,141"
FAS Value,Mexico,72,IRON AND STEEL,"5,582,171,325","6,528,408,994","6,545,376,749","5,123,724,404","5,308,665,929"
FAS Value,Mexico,25,"SALT; SULFUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","354,273,998","410,272,266","334,006,510","255,407,987","233,277,488"
FAS Value,Canada,03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","1,068,678,101","819,508,273","754,599,324","555,838,419","595,766,063"
FAS Value,China,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS, OR OTHER PARTS OF PLANTS","224,145,981","327,278,263","268,647,134","112,972,103","146,439,238"
FAS Value,China,92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES THEREOF,"31,978,089","32,829,284","40,551,465","28,023,354","28,238,997"
FAS Value,Mexico,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS,"93,219,857","104,778,473","102,925,433","78,243,180","77,700,038"
FAS Value,Canada,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS,"50,154,799","41,287,889","32,483,498","24,015,562","26,127,958"
FAS Value,Mexico,12,"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUITS; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER","2,938,991,204","3,977,816,044","3,199,288,212","2,242,877,601","1,908,258,563"
FAS Value,China,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS","154,476,041","113,685,316","116,006,901","93,254,391","71,025,247"
FAS Value,Mexico,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES","55,096,985","72,754,620","69,480,321","50,497,722","50,529,447"
FAS Value,China,96,MISCELLANEOUS MANUFACTURED ARTICLES,"73,507,245","66,030,348","49,876,398","37,676,312","50,870,517"
FAS Value,China,01,LIVE ANIMALS,"48,398,520","18,355,964","31,289,669","23,343,991","41,217,836"
FAS Value,China,89,"SHIPS, BOATS AND FLOATING STRUCTURES","25,725,335","21,576,691","28,117,453","26,022,080","11,276,100"
FAS Value,China,60,KNITTED OR CROCHETED FABRICS,"9,939,865","11,619,784","7,811,497","6,342,790","7,668,682"
FAS Value,Mexico,67,PREPARED FEATHERS AND DOWN AND ARTICLES THEREOF; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR,"3,735,835","3,717,208","4,419,593","3,715,599","2,571,284"
FAS Value,Canada,50,"SILK, INCLUDING YARNS AND WOVEN FABRICS THEREOF","400,104","461,832","304,236","219,111","207,219"
FAS Value,Canada,66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS, RIDING-CROPS AND PARTS THEREOF","17,448,697","15,763,833","13,550,926","12,346,561","11,878,903"
FAS Value,Mexico,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES,"82,304,272","45,199,465","54,906,060","50,463,908","68,056,131"
FAS Value,China,26,"ORES, SLAG AND ASH","1,262,617,370","1,279,543,267","1,014,545,456","793,587,401","861,035,001"
FAS Value,China,74,COPPER AND ARTICLES THEREOF,"1,586,071,466","2,094,595,501","2,202,960,287","1,526,897,246","2,102,894,254"
FAS Value,Canada,38,MISCELLANEOUS CHEMICAL PRODUCTS,"5,063,795,398","6,195,947,786","6,144,616,691","4,716,021,631","4,143,387,287"
FAS Value,Mexico,29,ORGANIC CHEMICALS,"6,153,153,286","8,009,380,905","6,645,235,736","5,138,674,924","4,803,752,182"
FAS Value,Mexico,50,"SILK, INCLUDING YARNS AND WOVEN FABRICS THEREOF","30,380","85,875","18,037","18,037","31,842"
FAS Value,Mexico,47,PULP OF WOOD OR OTHER FIBROUS CELLULOSIC MATERIAL; RECOVERED (WASTE AND SCRAP) PAPER AND PAPERBOARD,"909,919,484","1,124,161,139","977,544,975","764,095,408","735,316,427"
FAS Value,Mexico,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; BAKERS' WARES","422,128,351","456,733,785","538,622,016","390,409,373","493,470,685"
FAS Value,Canada,02,MEAT AND EDIBLE MEAT OFFAL,"1,492,311,785","1,586,427,921","1,637,872,586","1,233,190,862","1,257,716,229"
FAS Value,Canada,16,"EDIBLE PREPARATIONS OF MEAT, FISH, CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES","1,019,777,590","1,100,444,775","1,023,051,738","756,922,525","771,336,906"
FAS Value,Canada,79,ZINC AND ARTICLES THEREOF,"69,172,625","103,395,785","88,792,200","70,346,157","60,422,508"
FAS Value,China,68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS","297,562,794","311,243,477","284,937,058","209,783,002","210,062,786"
FAS Value,China,52,"COTTON, INCLUDING YARNS AND WOVEN FABRICS THEREOF","1,324,001,610","2,860,366,556","1,554,713,281","1,174,074,698","1,382,354,288"
FAS Value,Canada,46,"MANUFACTURES OF STRAW, ESPARTO OR OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK","12,571,431","13,177,353","10,610,882","8,591,978","6,777,196"
FAS Value,Mexico,53,VEGETABLE TEXTILE FIBERS NESOI; YARNS AND WOVEN FABRICS OF VEGETABLE TEXTILE FIBERS NESOI AND PAPER,"2,372,886","2,166,303","4,558,957","3,469,764","2,746,273"
FAS Value,Mexico,63,MADE-UP TEXTILE ARTICLES NESOI; NEEDLECRAFT SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,"304,170,127","349,296,798","340,288,742","264,055,454","283,782,436"
FAS Value,Canada,80,TIN AND ARTICLES THEREOF,"19,351,365","25,042,303","16,511,677","12,769,166","16,621,739"
FAS Value,Mexico,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF","3,411,028,915","4,215,929,318","4,167,426,567","3,104,181,709","4,030,849,044"
FAS Value,Mexico,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY,"144,584,966","151,105,946","154,323,841","116,465,841","117,101,840"
FAS Value,Canada,83,MISCELLANEOUS ARTICLES OF BASE METAL,"1,403,661,625","1,595,954,170","1,646,978,121","1,270,960,342","1,151,463,744"
FAS Value,Canada,10,CEREALS,"1,127,570,835","1,742,066,774","1,101,571,070","762,682,589","675,865,584"
FAS Value,Mexico,54,"MANMADE FILAMENTS, INCLUDING YARNS AND WOVEN FABRICS THEREOF","380,459,609","453,433,461","434,977,675","338,197,344","373,218,538"
FAS Value,Canada,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES","149,581,594","186,928,300","196,013,522","147,637,218","145,226,300"
FAS Value,Canada,42,"ARTICLES OF LEATHER; SADDLERY AND HARNESS; TRAVEL GOODS, HANDBAGS AND SIMILAR CONTAINERS; ARTICLES  OF GUT (OTHER THAN SILKWORM GUT)","322,615,286","354,147,973","346,964,960","260,431,079","236,445,027"
FAS Value,Canada,72,IRON AND STEEL,"4,436,818,411","5,278,266,858","5,144,712,530","4,088,868,750","3,472,638,851"
FAS Value,China,82,"TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL","159,576,147","147,033,465","138,158,818","105,321,654","98,424,440"
FAS Value,Canada,70,GLASS AND GLASSWARE,"1,564,519,922","1,698,631,440","1,727,336,080","1,314,016,383","1,233,958,184"
FAS Value,China,66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS, RIDING-CROPS AND PARTS THEREOF","357,947","10,148,237","1,433,331","1,288,271","291,481"
FAS Value,Mexico,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, PAPER OR PAPERBOARD","4,191,044,061","4,289,440,600","4,038,231,529","3,081,216,693","3,080,719,793"
Total:,,,,"603,351,683,272","685,428,500,073","668,384,365,605","500,381,126,022","498,304,120,435"
