Trade Balance | Annual + Year-To-Date Data from Jan - Sep,,,,,,,,
Data Row Count,294,,,,,,,
Data Type,Country,HTS Number,Description,Year 2021,Year 2022,Year 2023,2023 YTD ( Jan - Sep ),2024 YTD ( Jan - Sep )
Dom. Exports FAS-Imports for Consumption Value,China,21,MISCELLANEOUS EDIBLE PREPARATIONS,"-216,490,468","-355,614,432","-275,204,580","-198,426,660","-318,474,792"
Dom. Exports FAS-Imports for Consumption Value,Mexico,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OF RADIOACTIVE ELEMENTS OR OF ISOTOPES","1,607,785,229","1,472,505,805","1,247,133,476","989,110,875","788,299,093"
Dom. Exports FAS-Imports for Consumption Value,China,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FEED,"337,239,408","412,922,414","761,945,785","609,570,083","471,770,059"
Dom. Exports FAS-Imports for Consumption Value,Canada,16,"EDIBLE PREPARATIONS OF MEAT, FISH, CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES","-155,927,166","-53,122,182","-139,650,229","-127,799,765","-189,184,196"
Dom. Exports FAS-Imports for Consumption Value,Canada,79,ZINC AND ARTICLES THEREOF,"-1,388,960,606","-1,390,353,749","-1,116,985,388","-844,754,610","-826,641,345"
Dom. Exports FAS-Imports for Consumption Value,China,68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS","-860,909,932","-862,419,913","-623,766,087","-476,038,241","-457,702,045"
Dom. Exports FAS-Imports for Consumption Value,China,47,PULP OF WOOD OR OTHER FIBROUS CELLULOSIC MATERIAL; RECOVERED (WASTE AND SCRAP) PAPER AND PAPERBOARD,"1,838,563,000","1,985,721,958","1,675,191,017","1,271,369,438","896,186,874"
Dom. Exports FAS-Imports for Consumption Value,Canada,78,LEAD AND ARTICLES THEREOF,"-431,952,694","-361,014,489","-376,076,857","-277,102,246","-224,581,706"
Dom. Exports FAS-Imports for Consumption Value,Canada,05,"PRODUCTS OF ANIMAL ORIGIN, NESOI","-44,772,759","-61,677,478","-45,991,939","-32,813,962","-40,303,708"
Dom. Exports FAS-Imports for Consumption Value,China,52,"COTTON, INCLUDING YARNS AND WOVEN FABRICS THEREOF","1,245,587,167","2,795,773,869","1,508,246,446","1,139,459,219","1,343,535,893"
Dom. Exports FAS-Imports for Consumption Value,Canada,46,"MANUFACTURES OF STRAW, ESPARTO OR OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK","8,490,959","-1,627,541","6,609,201","5,272,563","5,399,679"
Dom. Exports FAS-Imports for Consumption Value,Canada,18,COCOA AND COCOA PREPARATIONS,"-879,118,178","-1,088,629,789","-1,149,709,231","-841,928,926","-1,113,348,545"
Dom. Exports FAS-Imports for Consumption Value,Mexico,53,VEGETABLE TEXTILE FIBERS NESOI; YARNS AND WOVEN FABRICS OF VEGETABLE TEXTILE FIBERS NESOI AND PAPER,"1,448,933","1,745,283","3,971,523","2,997,927","2,100,260"
Dom. Exports FAS-Imports for Consumption Value,Canada,71,"NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMIPRECIOUS STONES, PRECIOUS METALS; PRECIOUS METAL CLAD METALS, ARTICLES THEREOF; IMITATION JEWELRY; COIN","-1,970,789,953","-1,052,730,344","-7,671,121,069","-6,282,730,998","-1,001,736,693"
Dom. Exports FAS-Imports for Consumption Value,Mexico,68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS","-536,062,999","-656,440,888","-660,870,464","-516,867,420","-541,244,006"
Dom. Exports FAS-Imports for Consumption Value,Mexico,63,MADE-UP TEXTILE ARTICLES NESOI; NEEDLECRAFT SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,"-912,640,432","-841,587,234","-902,044,138","-676,030,654","-701,650,904"
Dom. Exports FAS-Imports for Consumption Value,Canada,80,TIN AND ARTICLES THEREOF,"-5,087,037","-6,694,883","-5,128,985","-4,273,835","793,416"
Dom. Exports FAS-Imports for Consumption Value,Canada,95,"TOYS, GAMES AND SPORTS EQUIPMENT; PARTS AND ACCESSORIES THEREOF","737,347,606","793,064,986","822,628,920","622,634,020","637,028,027"
Dom. Exports FAS-Imports for Consumption Value,Canada,68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS","132,793,518","164,556,650","87,499,136","81,150,528","85,620,005"
Dom. Exports FAS-Imports for Consumption Value,Mexico,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF","2,566,415,484","3,181,959,806","2,846,223,850","2,140,073,483","2,922,659,726"
Dom. Exports FAS-Imports for Consumption Value,Mexico,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY,"101,235,459","98,768,935","88,921,815","70,609,216","59,839,157"
Dom. Exports FAS-Imports for Consumption Value,Canada,98,"SPECIAL CLASSIFICATION PROVISIONS, NESOI","-5,504,748,725","-5,385,263,289","-5,739,462,431","-5,290,634,732","-2,042,260,058"
Dom. Exports FAS-Imports for Consumption Value,Canada,83,MISCELLANEOUS ARTICLES OF BASE METAL,"227,008,391","178,851,214","128,921,197","114,180,191","-27,684,413"
Dom. Exports FAS-Imports for Consumption Value,Canada,99,"SPECIAL IMPORT REPORTING PROVISIONS, NESOI","-2,565,392,031","-2,631,274,180","-2,771,156,843","-2,074,066,516","-2,062,317,422"
Dom. Exports FAS-Imports for Consumption Value,China,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL,"-863,922,675","-1,143,507,314","-492,992,988","-316,009,526","-176,853,324"
Dom. Exports FAS-Imports for Consumption Value,Canada,10,CEREALS,"117,897,923","220,681,855","-590,410,157","-587,236,030","-228,985,737"
Dom. Exports FAS-Imports for Consumption Value,Mexico,01,LIVE ANIMALS,"-577,327,491","-455,549,093","-992,545,029","-653,217,238","-985,371,044"
Dom. Exports FAS-Imports for Consumption Value,China,17,SUGARS AND SUGAR CONFECTIONERY,"1,787,205","-16,192,888","-45,299,159","-22,817,984","-68,289,964"
Dom. Exports FAS-Imports for Consumption Value,Mexico,54,"MANMADE FILAMENTS, INCLUDING YARNS AND WOVEN FABRICS THEREOF","236,415,217","292,037,750","303,202,616","231,523,677","308,888,424"
Dom. Exports FAS-Imports for Consumption Value,Canada,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES","101,987,040","135,005,945","144,291,238","112,112,484","104,318,115"
Dom. Exports FAS-Imports for Consumption Value,Mexico,42,"ARTICLES OF LEATHER; SADDLERY AND HARNESS; TRAVEL GOODS, HANDBAGS AND SIMILAR CONTAINERS; ARTICLES  OF GUT (OTHER THAN SILKWORM GUT)","-169,990,602","-248,484,636","-261,332,240","-203,828,189","-127,521,591"
Dom. Exports FAS-Imports for Consumption Value,Canada,42,"ARTICLES OF LEATHER; SADDLERY AND HARNESS; TRAVEL GOODS, HANDBAGS AND SIMILAR CONTAINERS; ARTICLES  OF GUT (OTHER THAN SILKWORM GUT)","245,015,185","248,670,903","234,193,582","174,800,818","163,804,672"
Dom. Exports FAS-Imports for Consumption Value,Canada,72,IRON AND STEEL,"-4,788,601,512","-4,632,050,785","-3,277,154,245","-2,416,103,526","-2,610,102,102"
Dom. Exports FAS-Imports for Consumption Value,Mexico,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION RECORDERS AND REPRODUCERS, PARTS AND ACCESSORIES","-52,736,046,666","-59,119,016,793","-64,285,403,917","-48,670,660,510","-48,138,198,360"
Dom. Exports FAS-Imports for Consumption Value,Mexico,32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS","1,211,881,318","1,426,448,347","1,305,679,531","990,772,876","909,457,794"
Dom. Exports FAS-Imports for Consumption Value,Mexico,91,CLOCKS AND WATCHES AND PARTS THEREOF,"-26,714,119","-20,701,745","-12,501,324","-11,659,407","1,456,404"
Dom. Exports FAS-Imports for Consumption Value,China,82,"TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL","-3,921,816,615","-3,676,473,079","-2,821,519,144","-2,113,676,418","-2,209,230,371"
Dom. Exports FAS-Imports for Consumption Value,Canada,82,"TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL","570,296,055","667,725,560","750,731,619","573,127,746","516,980,414"
Dom. Exports FAS-Imports for Consumption Value,Canada,70,GLASS AND GLASSWARE,"1,061,489,838","1,140,355,662","1,173,539,460","902,686,079","790,047,186"
Dom. Exports FAS-Imports for Consumption Value,Mexico,99,"SPECIAL IMPORT REPORTING PROVISIONS, NESOI","-2,713,088,642","-2,828,610,534","-2,934,561,649","-2,216,637,628","-2,108,666,370"
Dom. Exports FAS-Imports for Consumption Value,China,66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS, RIDING-CROPS AND PARTS THEREOF","-666,530,945","-727,151,851","-531,793,926","-428,099,696","-469,530,360"
Dom. Exports FAS-Imports for Consumption Value,China,07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS,"-262,237,746","-319,661,076","-261,607,025","-183,316,888","-253,601,868"
Dom. Exports FAS-Imports for Consumption Value,Mexico,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, PAPER OR PAPERBOARD","2,953,296,047","2,777,013,076","2,514,697,971","1,928,554,367","1,862,489,595"
Dom. Exports FAS-Imports for Consumption Value,Mexico,09,"COFFEE, TEA, MATE AND SPICES","-345,653,679","-525,064,009","-453,245,473","-363,485,184","-350,275,675"
Total:,,,,"-634,251,631,450","-728,671,500,472","-644,420,362,366","-478,587,257,033","-503,767,696,783"
