Trade Balance | Annual + Year-To-Date Data from Jan - Sep,,,,,,,,
Data Row Count,294,,,,,,,
Data Type,Country,HTS Number,Description,Year 2021,Year 2022,Year 2023,2023 YTD ( Jan - Sep ),2024 YTD ( Jan - Sep )
Dom. Exports FAS-Imports for Consumption Value,China,08,EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUIT OR MELONS,"860,862,645","516,749,150","995,172,896","371,935,058","388,317,491"
Dom. Exports FAS-Imports for Consumption Value,Mexico,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED","-730,128,332","-831,874,709","-749,295,297","-559,883,281","-531,770,885"
Dom. Exports FAS-Imports for Consumption Value,Mexico,17,SUGARS AND SUGAR CONFECTIONERY,"-982,560,125","-1,335,930,933","-1,112,305,425","-1,079,199,052","-386,594,424"
Dom. Exports FAS-Imports for Consumption Value,Mexico,49,"PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRINTED PRODUCTS; MANUSCRIPTS, TYPESCRIPTS AND PLANS","123,591,416","55,171,622","-126,917,113","-75,857,070","-100,127,005"
Dom. Exports FAS-Imports for Consumption Value,China,73,ARTICLES OF IRON OR STEEL,"-12,893,685,067","-13,567,609,418","-10,004,888,260","-7,460,241,169","-8,373,105,800"
Dom. Exports FAS-Imports for Consumption Value,Canada,81,BASE METALS NESOI; CERMETS; ARTICLES THEREOF,"54,327,701","-51,386,041","-51,522,424","-43,933,449","-7,123,815"
Dom. Exports FAS-Imports for Consumption Value,Mexico,31,FERTILIZERS,"89,342,102","361,841,368","221,251,516","218,366,552","129,684,074"
Dom. Exports FAS-Imports for Consumption Value,China,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,"-452,686,999","-565,514,522","-344,192,951","-289,740,142","-344,981,162"
Dom. Exports FAS-Imports for Consumption Value,China,67,PREPARED FEATHERS AND DOWN AND ARTICLES THEREOF; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR,"-2,432,507,382","-2,578,452,125","-1,773,149,318","-1,344,412,394","-1,395,489,685"
Dom. Exports FAS-Imports for Consumption Value,Mexico,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,"442,977,047","502,788,392","558,875,505","421,795,280","392,105,980"
Dom. Exports FAS-Imports for Consumption Value,China,75,NICKEL AND ARTICLES THEREOF,"351,047,799","359,856,853","500,223,105","393,778,593","326,127,447"
Dom. Exports FAS-Imports for Consumption Value,China,43,FURSKINS AND ARTIFICIAL FUR; MANUFACTURES THEREOF,"-20,839,935","-22,903,291","-13,469,962","-9,962,488","-11,048,612"
Dom. Exports FAS-Imports for Consumption Value,China,32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS","-7,012,721","-33,685,873","33,903,064","20,406,955","26,386,172"
Dom. Exports FAS-Imports for Consumption Value,Canada,67,PREPARED FEATHERS AND DOWN AND ARTICLES THEREOF; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR,"21,775,105","24,409,175","22,531,244","17,738,196","19,321,943"
Dom. Exports FAS-Imports for Consumption Value,Mexico,43,FURSKINS AND ARTIFICIAL FUR; MANUFACTURES THEREOF,"15,604,782","5,020,573","773,449","661,446","706,061"
Dom. Exports FAS-Imports for Consumption Value,Canada,11,MILLING INDUSTRY PRODUCTS; MALT; STARCHES; INULIN; WHEAT GLUTEN,"-603,189,401","-897,997,374","-805,375,172","-616,210,370","-592,608,019"
Dom. Exports FAS-Imports for Consumption Value,China,31,FERTILIZERS,"-636,961","28,195,442","-2,515,380","-1,111,459","15,496,784"
Dom. Exports FAS-Imports for Consumption Value,Mexico,96,MISCELLANEOUS MANUFACTURED ARTICLES,"-388,129,609","-478,088,169","-351,879,005","-260,280,555","-427,931,949"
Dom. Exports FAS-Imports for Consumption Value,Canada,09,"COFFEE, TEA, MATE AND SPICES","-53,185,905","-100,926,011","-2,612,839","-16,238,457","-18,608,724"
Dom. Exports FAS-Imports for Consumption Value,Canada,52,"COTTON, INCLUDING YARNS AND WOVEN FABRICS THEREOF","25,228,825","25,049,441","16,754,947","13,127,626","12,588,478"
Dom. Exports FAS-Imports for Consumption Value,Mexico,26,"ORES, SLAG AND ASH","932,127,936","1,074,890,252","1,453,318,096","1,140,673,114","1,196,065,783"
Dom. Exports FAS-Imports for Consumption Value,Canada,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,"-11,987,446","-720,904","-46,701,671","-34,413,549","-29,160,658"
Dom. Exports FAS-Imports for Consumption Value,China,38,MISCELLANEOUS CHEMICAL PRODUCTS,"1,110,267,246","-1,130,302,175","1,272,525,308","900,911,962","1,185,499,084"
Dom. Exports FAS-Imports for Consumption Value,China,83,MISCELLANEOUS ARTICLES OF BASE METAL,"-5,637,161,668","-6,018,975,834","-4,504,107,371","-3,387,059,703","-3,779,586,163"
Dom. Exports FAS-Imports for Consumption Value,China,25,"SALT; SULFUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","-17,490,929","-202,801,126","123,490,939","32,012,622","265,907,292"
Dom. Exports FAS-Imports for Consumption Value,China,51,"WOOL AND FINE OR COARSE ANIMAL HAIR, INCLUDING YARNS AND WOVEN FABRICS THEREOF; HORSEHAIR YARN AND WOVEN FABRIC","2,692,328","3,442,480","4,547,696","3,379,546","8,043,908"
Dom. Exports FAS-Imports for Consumption Value,Mexico,45,CORK AND ARTICLES OF CORK,"2,318,042","4,485,501","5,235,296","4,429,772","5,214,954"
Dom. Exports FAS-Imports for Consumption Value,Mexico,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING, CHECKING, PRECISION, MEDICAL OR SURGICAL INSTRUMENTS AND APPARATUS; PARTS AND ACCESSORIES THEREOF","-12,253,842,786","-13,309,772,354","-16,214,272,038","-12,092,500,191","-12,335,043,411"
Dom. Exports FAS-Imports for Consumption Value,Canada,60,KNITTED OR CROCHETED FABRICS,"-20,283,411","-23,539,394","-25,490,132","-19,101,061","-16,619,144"
Dom. Exports FAS-Imports for Consumption Value,Canada,74,COPPER AND ARTICLES THEREOF,"-1,891,274,934","-1,825,185,549","-1,750,240,246","-1,267,912,928","-1,400,174,142"
Dom. Exports FAS-Imports for Consumption Value,Canada,29,ORGANIC CHEMICALS,"38,708,007","358,228,103","-296,408,664","-285,084,838","-151,864,542"
Dom. Exports FAS-Imports for Consumption Value,Canada,30,PHARMACEUTICAL PRODUCTS,"1,750,129,112","204,814,647","-1,074,810,437","-1,168,202,317","-394,563,051"
Dom. Exports FAS-Imports for Consumption Value,Canada,39,PLASTICS AND ARTICLES THEREOF,"-103,733,666","954,210,546","592,704,363","539,826,592","33,775,756"
Dom. Exports FAS-Imports for Consumption Value,China,70,GLASS AND GLASSWARE,"-2,375,239,711","-2,445,706,988","-1,791,263,120","-1,326,395,459","-1,562,050,139"
Dom. Exports FAS-Imports for Consumption Value,Mexico,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FEED,"1,866,451,632","1,973,467,705","1,927,715,192","1,447,503,637","1,461,658,566"
Dom. Exports FAS-Imports for Consumption Value,Mexico,06,"LIVE TREES AND OTHER PLANTS; BULBS, ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE","-3,129,363","9,451,281","13,419,454","-34,911,350","-20,777,638"
Dom. Exports FAS-Imports for Consumption Value,Mexico,75,NICKEL AND ARTICLES THEREOF,"121,282,811","173,213,225","192,273,832","141,642,718","143,866,245"
Dom. Exports FAS-Imports for Consumption Value,Canada,31,FERTILIZERS,"-2,293,580,631","-3,683,387,313","-2,588,377,201","-2,155,409,142","-1,631,255,121"
Dom. Exports FAS-Imports for Consumption Value,China,11,MILLING INDUSTRY PRODUCTS; MALT; STARCHES; INULIN; WHEAT GLUTEN,"-44,282,123","-25,567,485","-9,510,390","-8,843,457","-9,539,844"
Dom. Exports FAS-Imports for Consumption Value,Canada,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY,"23,770,232","25,339,158","16,688,464","11,955,366","11,138,694"
Dom. Exports FAS-Imports for Consumption Value,China,02,MEAT AND EDIBLE MEAT OFFAL,"3,944,757,597","4,317,435,864","3,326,071,246","2,613,823,289","2,043,431,608"
Dom. Exports FAS-Imports for Consumption Value,Canada,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED","83,044,004","107,297,618","136,013,554","93,210,916","83,533,937"
Dom. Exports FAS-Imports for Consumption Value,China,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS,"596,525,348","516,284,019","461,576,795","347,398,574","375,647,183"
Dom. Exports FAS-Imports for Consumption Value,Canada,34,"SOAP ETC.; LUBRICATING PRODUCTS; WAXES, POLISHING OR SCOURING PRODUCTS; CANDLES ETC., MODELING PASTES; DENTAL WAXES AND DENTAL PLASTER PREPARATIONS","1,436,843,200","1,755,647,210","1,758,547,533","1,294,893,013","1,399,072,512"
Dom. Exports FAS-Imports for Consumption Value,China,63,MADE-UP TEXTILE ARTICLES NESOI; NEEDLECRAFT SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,"-10,954,899,327","-10,054,982,113","-7,884,698,556","-5,792,530,914","-6,336,475,077"
Dom. Exports FAS-Imports for Consumption Value,Mexico,78,LEAD AND ARTICLES THEREOF,"-130,739,591","-130,871,226","-77,747,632","-56,130,813","-75,430,618"
Dom. Exports FAS-Imports for Consumption Value,Canada,45,CORK AND ARTICLES OF CORK,"5,409,975","4,038,273","3,726,789","3,246,235","2,789,886"
Dom. Exports FAS-Imports for Consumption Value,Mexico,65,HEADGEAR AND PARTS THEREOF,"-272,829,453","-311,100,455","-365,305,239","-280,850,179","-334,838,378"
Dom. Exports FAS-Imports for Consumption Value,Mexico,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,"12,374,337","-47,607,850","-75,490,310","-68,945,348","-13,416,496"
Dom. Exports FAS-Imports for Consumption Value,Mexico,38,MISCELLANEOUS CHEMICAL PRODUCTS,"4,137,998,225","4,485,804,648","4,720,343,613","3,869,736,551","2,401,251,235"
Dom. Exports FAS-Imports for Consumption Value,China,76,ALUMINUM AND ARTICLES THEREOF,"-3,026,874,693","-3,338,513,960","-2,231,078,092","-1,642,433,982","-1,875,101,857"
Dom. Exports FAS-Imports for Consumption Value,Canada,93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF,"14,345,025","144,104,522","224,765,326","200,969,061","84,618,974"
Dom. Exports FAS-Imports for Consumption Value,China,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF","4,012,793,775","4,518,307,156","5,435,383,039","4,194,262,657","7,252,005,448"
Dom. Exports FAS-Imports for Consumption Value,China,80,TIN AND ARTICLES THEREOF,"-64,773,261","-6,147,150","-6,844,550","-5,532,571","2,028,976"
Dom. Exports FAS-Imports for Consumption Value,Canada,12,"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUITS; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER","-66,959,258","-141,041,200","-54,576,209","-68,585,564","-40,926,548"
Dom. Exports FAS-Imports for Consumption Value,Canada,26,"ORES, SLAG AND ASH","1,890,225,686","2,046,964,051","1,941,105,389","1,425,432,543","1,269,270,054"
Dom. Exports FAS-Imports for Consumption Value,Mexico,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED","-1,643,040,214","-1,792,195,316","-1,662,533,777","-1,308,760,026","-1,156,126,203"
Dom. Exports FAS-Imports for Consumption Value,Canada,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","1,093,047,902","1,209,844,290","1,274,792,243","987,006,226","1,015,567,049"
Dom. Exports FAS-Imports for Consumption Value,Canada,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,"597,412,218","731,747,294","632,021,226","463,498,708","531,967,176"
Dom. Exports FAS-Imports for Consumption Value,Canada,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,"3,514,650","13,841,833","13,738,931","10,482,424","7,816,946"
Dom. Exports FAS-Imports for Consumption Value,Canada,75,NICKEL AND ARTICLES THEREOF,"-872,496,504","-1,165,868,686","-1,140,533,366","-871,259,537","-507,136,390"
Dom. Exports FAS-Imports for Consumption Value,Canada,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF","4,262,809","1,288,532,425","-604,425,832","888,781,410","-1,675,132,022"
Dom. Exports FAS-Imports for Consumption Value,Mexico,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE","391,683,909","444,289,356","312,024,718","252,724,806","173,091,877"
Dom. Exports FAS-Imports for Consumption Value,China,45,CORK AND ARTICLES OF CORK,"-15,784,532","-14,866,209","-12,301,454","-9,057,757","-13,144,432"
Dom. Exports FAS-Imports for Consumption Value,Canada,92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES THEREOF,"43,604,348","56,504,082","46,811,842","34,913,229","28,928,657"
Dom. Exports FAS-Imports for Consumption Value,Mexico,40,RUBBER AND ARTICLES THEREOF,"-474,410,602","-614,952,821","-900,567,887","-616,622,292","-892,985,088"
Dom. Exports FAS-Imports for Consumption Value,Mexico,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF","-45,809,561,401","-57,611,992,132","-52,138,566,657","-38,314,559,930","-56,696,673,035"
Dom. Exports FAS-Imports for Consumption Value,Canada,32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS","1,035,144,376","1,169,809,755","1,091,738,239","858,807,421","853,519,677"
Dom. Exports FAS-Imports for Consumption Value,Canada,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS, OR OTHER PARTS OF PLANTS","-438,844,818","-697,897,256","-981,489,390","-746,715,169","-835,785,309"
Dom. Exports FAS-Imports for Consumption Value,Mexico,02,MEAT AND EDIBLE MEAT OFFAL,"1,558,817,750","1,692,330,312","2,287,924,507","1,576,580,032","2,040,225,320"
Dom. Exports FAS-Imports for Consumption Value,Mexico,76,ALUMINUM AND ARTICLES THEREOF,"1,258,085,757","1,673,822,796","1,863,510,835","1,453,403,242","1,499,510,796"
Dom. Exports FAS-Imports for Consumption Value,China,91,CLOCKS AND WATCHES AND PARTS THEREOF,"-543,274,044","-616,399,251","-440,986,074","-316,137,979","-306,315,680"
Dom. Exports FAS-Imports for Consumption Value,Canada,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES","-81,769,671,942","-122,602,662,542","-93,199,925,173","-68,260,899,435","-73,913,607,563"
Dom. Exports FAS-Imports for Consumption Value,Canada,56,"WADDING, FELT AND NONWOVENS; SPECIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF","354,612,806","349,290,882","355,810,595","275,353,374","244,784,077"
Dom. Exports FAS-Imports for Consumption Value,Canada,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE","-72,781,243","-54,980,021","-118,904,396","-83,702,767","-40,474,295"
Dom. Exports FAS-Imports for Consumption Value,Canada,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; BAKERS' WARES","-2,003,682,255","-2,619,445,116","-3,044,486,800","-2,106,823,144","-2,508,963,526"
Dom. Exports FAS-Imports for Consumption Value,Canada,49,"PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRINTED PRODUCTS; MANUSCRIPTS, TYPESCRIPTS AND PLANS","978,635,023","874,753,774","778,722,541","570,262,874","537,598,157"
Dom. Exports FAS-Imports for Consumption Value,China,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,"-454,552,205","-420,349,008","-376,979,651","-271,441,648","-305,087,807"
Dom. Exports FAS-Imports for Consumption Value,China,79,ZINC AND ARTICLES THEREOF,"-116,048,977","-118,462,054","-110,397,487","-80,590,386","-88,482,252"
Dom. Exports FAS-Imports for Consumption Value,Canada,22,"BEVERAGES, SPIRITS AND VINEGAR","1,369,854,373","1,855,489,321","1,921,928,679","1,506,750,177","1,185,683,916"
Dom. Exports FAS-Imports for Consumption Value,Mexico,72,IRON AND STEEL,"1,089,276,147","1,118,135,625","2,958,137,188","2,263,999,116","2,904,863,793"
Dom. Exports FAS-Imports for Consumption Value,Mexico,25,"SALT; SULFUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","-184,443,040","-240,487,177","-291,353,374","-224,305,573","-196,483,299"
Dom. Exports FAS-Imports for Consumption Value,Canada,03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","-3,120,723,750","-2,786,687,504","-2,353,970,105","-1,990,432,361","-2,209,756,453"
Dom. Exports FAS-Imports for Consumption Value,Mexico,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,"154,547,837","153,948,591","151,855,948","126,223,975","55,779,388"
Dom. Exports FAS-Imports for Consumption Value,China,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS, OR OTHER PARTS OF PLANTS","-517,225,875","-623,367,097","-477,128,811","-443,989,801","-473,376,542"
Dom. Exports FAS-Imports for Consumption Value,China,92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES THEREOF,"-642,820,907","-675,365,960","-474,726,989","-349,471,214","-381,219,681"
Dom. Exports FAS-Imports for Consumption Value,Mexico,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS,"71,651,523","87,346,659","90,164,883","68,298,512","69,985,766"
Dom. Exports FAS-Imports for Consumption Value,China,49,"PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRINTED PRODUCTS; MANUSCRIPTS, TYPESCRIPTS AND PLANS","-2,170,179,776","-2,247,937,279","-1,709,978,421","-1,295,211,548","-1,523,200,441"
Dom. Exports FAS-Imports for Consumption Value,Mexico,60,KNITTED OR CROCHETED FABRICS,"253,978,860","281,517,836","230,546,146","178,065,275","142,517,518"
Dom. Exports FAS-Imports for Consumption Value,Canada,43,FURSKINS AND ARTIFICIAL FUR; MANUFACTURES THEREOF,"-23,682,925","-24,336,497","-17,973,665","-13,805,381","-15,471,296"
Dom. Exports FAS-Imports for Consumption Value,Canada,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS,"38,265,750","27,520,441","20,015,886","14,352,088","13,328,696"
Dom. Exports FAS-Imports for Consumption Value,Mexico,12,"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUITS; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER","2,825,390,665","3,814,867,951","3,073,139,139","2,147,907,202","1,820,173,790"
Dom. Exports FAS-Imports for Consumption Value,China,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS","-27,023,919,236","-25,133,578,250","-17,905,842,867","-13,357,016,861","-14,192,276,436"
Dom. Exports FAS-Imports for Consumption Value,Mexico,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES","-517,067,381","-737,447,520","-699,801,755","-512,084,377","-474,933,423"
Dom. Exports FAS-Imports for Consumption Value,China,96,MISCELLANEOUS MANUFACTURED ARTICLES,"-3,767,583,815","-4,482,622,803","-3,993,978,076","-2,952,468,198","-3,496,650,528"
Dom. Exports FAS-Imports for Consumption Value,China,01,LIVE ANIMALS,"44,208,552","11,343,103","20,332,255","15,208,117","29,508,362"
Dom. Exports FAS-Imports for Consumption Value,China,89,"SHIPS, BOATS AND FLOATING STRUCTURES","-126,589,170","-138,761,829","-100,406,240","-70,549,626","-125,129,563"
Dom. Exports FAS-Imports for Consumption Value,Mexico,46,"MANUFACTURES OF STRAW, ESPARTO OR OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK","-27,592,472","-24,257,612","-32,453,910","-22,475,777","-32,411,619"
Dom. Exports FAS-Imports for Consumption Value,China,60,KNITTED OR CROCHETED FABRICS,"-273,722,114","-257,364,903","-195,652,776","-141,189,116","-162,004,922"
Dom. Exports FAS-Imports for Consumption Value,Mexico,67,PREPARED FEATHERS AND DOWN AND ARTICLES THEREOF; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR,"-82,259","-1,948,680","-420,456","-240,238","-2,387,960"
Dom. Exports FAS-Imports for Consumption Value,Canada,50,"SILK, INCLUDING YARNS AND WOVEN FABRICS THEREOF","352,427","376,477","239,894","172,034","145,329"
Dom. Exports FAS-Imports for Consumption Value,Canada,66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS, RIDING-CROPS AND PARTS THEREOF","15,053,095","13,102,162","10,841,516","10,267,892","9,732,616"
Dom. Exports FAS-Imports for Consumption Value,Mexico,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES,"69,020,160","32,372,822","34,054,169","40,120,966","50,578,370"
Dom. Exports FAS-Imports for Consumption Value,China,26,"ORES, SLAG AND ASH","1,196,308,292","1,219,018,659","959,803,985","756,386,641","809,024,857"
Dom. Exports FAS-Imports for Consumption Value,China,99,"SPECIAL IMPORT REPORTING PROVISIONS, NESOI","-4,362,379,346","-4,476,101,586","-4,675,435,801","-3,410,628,362","-3,757,805,940"
Dom. Exports FAS-Imports for Consumption Value,China,95,"TOYS, GAMES AND SPORTS EQUIPMENT; PARTS AND ACCESSORIES THEREOF","-37,078,146,432","-39,386,755,005","-31,457,329,432","-23,319,957,287","-20,873,394,084"
Dom. Exports FAS-Imports for Consumption Value,China,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING, CHECKING, PRECISION, MEDICAL OR SURGICAL INSTRUMENTS AND APPARATUS; PARTS AND ACCESSORIES THEREOF","-4,566,185,340","-4,588,426,549","-2,300,180,670","-2,045,010,828","-2,196,572,057"
Dom. Exports FAS-Imports for Consumption Value,Canada,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING, CHECKING, PRECISION, MEDICAL OR SURGICAL INSTRUMENTS AND APPARATUS; PARTS AND ACCESSORIES THEREOF","1,972,371,103","1,958,935,191","2,175,616,966","1,684,040,735","1,708,810,407"
Dom. Exports FAS-Imports for Consumption Value,China,97,"WORKS OF ART, COLLECTORS' PIECES AND ANTIQUES","-17,389,597","63,857,861","-12,886,196","-41,360,480","-26,354,233"
Dom. Exports FAS-Imports for Consumption Value,China,46,"MANUFACTURES OF STRAW, ESPARTO OR OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK","-312,986,443","-282,266,149","-160,240,811","-123,852,506","-111,354,907"
Dom. Exports FAS-Imports for Consumption Value,Canada,01,LIVE ANIMALS,"-1,049,070,545","-1,389,834,826","-1,461,658,790","-1,060,587,910","-1,335,805,610"
Dom. Exports FAS-Imports for Consumption Value,Canada,14,"VEGETABLE PLAITING MATERIALS AND VEGETABLE PRODUCTS, NESOI","5,297,816","5,878,542","3,740,576","3,806,634","5,426,128"
Dom. Exports FAS-Imports for Consumption Value,China,74,COPPER AND ARTICLES THEREOF,"1,041,961,688","1,415,504,187","1,764,740,409","1,194,477,994","1,748,919,906"
Dom. Exports FAS-Imports for Consumption Value,Mexico,10,CEREALS,"6,424,716,060","6,925,054,419","6,891,395,023","5,209,727,333","5,475,374,086"
Dom. Exports FAS-Imports for Consumption Value,Canada,38,MISCELLANEOUS CHEMICAL PRODUCTS,"2,054,672,002","2,715,775,116","2,716,762,159","2,050,211,612","1,887,844,465"
Dom. Exports FAS-Imports for Consumption Value,Mexico,29,ORGANIC CHEMICALS,"4,615,019,393","6,430,978,504","5,150,409,503","3,997,972,341","4,027,676,935"
Dom. Exports FAS-Imports for Consumption Value,China,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED","-8,302,733,320","-9,287,077,571","-7,354,374,457","-5,825,217,741","-5,633,891,851"
Dom. Exports FAS-Imports for Consumption Value,China,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY,"-259,162,832","-271,425,940","-209,400,694","-157,853,142","-164,040,497"
Dom. Exports FAS-Imports for Consumption Value,Canada,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING STOCK, TRACK FIXTURES AND FITTINGS, AND PARTS THEREOF; MECHANICAL ETC. TRAFFIC SIGNAL EQUIPMENT OF ALL KINDS","510,174,595","567,863,590","251,517,282","236,569,045","304,840,538"
Dom. Exports FAS-Imports for Consumption Value,Canada,21,MISCELLANEOUS EDIBLE PREPARATIONS,"765,155,423","814,013,151","1,022,325,677","798,137,365","820,375,637"
Dom. Exports FAS-Imports for Consumption Value,Mexico,03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","-560,631,813","-584,006,472","-473,136,126","-354,176,539","-279,871,345"
Dom. Exports FAS-Imports for Consumption Value,Canada,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF","8,088,358,481","7,365,079,974","5,918,355,791","4,690,390,836","6,098,749,055"
Dom. Exports FAS-Imports for Consumption Value,China,10,CEREALS,"7,587,083,555","7,387,025,587","3,175,557,312","2,437,269,145","1,825,258,553"
Dom. Exports FAS-Imports for Consumption Value,China,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES","-11,005,445,364","-13,568,128,926","-9,581,086,831","-7,587,450,444","-7,550,134,766"
Dom. Exports FAS-Imports for Consumption Value,Mexico,50,"SILK, INCLUDING YARNS AND WOVEN FABRICS THEREOF","-2,444,293","-1,853,163","-2,316,228","-1,792,494","-907,315"
Dom. Exports FAS-Imports for Consumption Value,Mexico,11,MILLING INDUSTRY PRODUCTS; MALT; STARCHES; INULIN; WHEAT GLUTEN,"373,956,577","325,003,830","336,715,200","272,366,217","265,559,294"
Dom. Exports FAS-Imports for Consumption Value,Mexico,47,PULP OF WOOD OR OTHER FIBROUS CELLULOSIC MATERIAL; RECOVERED (WASTE AND SCRAP) PAPER AND PAPERBOARD,"906,641,196","1,120,970,837","971,132,311","759,942,968","727,456,192"
Dom. Exports FAS-Imports for Consumption Value,Mexico,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; BAKERS' WARES","-1,530,414,272","-2,042,540,188","-2,251,964,740","-1,676,495,577","-1,731,990,143"
Dom. Exports FAS-Imports for Consumption Value,Canada,02,MEAT AND EDIBLE MEAT OFFAL,"-2,293,028,447","-2,392,051,967","-2,431,100,808","-1,693,747,117","-1,599,615,475"
Dom. Exports FAS-Imports for Consumption Value,Mexico,04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NESOI","1,730,006,942","2,260,397,977","2,156,112,965","1,618,739,416","1,589,016,838"
